timestamp,fc_total_kw,battery_total_kw,load_total_kw,ais_speed_kn
2024-03-27 07:00:29,0.0,-0.08671199999999996,-0.08671199999999996,
2024-03-27 07:00:59,0.0,-0.08558799999999997,-0.08558799999999997,0.0
2024-03-27 07:01:29,0.0,-0.08614999999999996,-0.08614999999999996,
2024-03-27 07:01:59,0.0,-0.08446399999999996,-0.08446399999999996,0.0
2024-03-27 07:02:29,0.0,-0.08558799999999997,-0.08558799999999997,
2024-03-27 07:02:59,0.0,-0.08558799999999997,-0.08558799999999997,0.0
2024-03-27 07:03:29,0.0,-0.08446399999999996,-0.08446399999999996,
2024-03-27 07:03:59,0.0,-0.08558799999999997,-0.08558799999999997,0.0
2024-03-27 07:04:29,0.0,-0.08558699999999997,-0.08558699999999997,
2024-03-27 07:04:59,0.0,-0.08390099999999995,-0.08390099999999995,0.0
2024-03-27 07:05:29,0.0,-0.08502399999999996,-0.08502399999999996,
2024-03-27 07:05:59,0.0,-0.08389899999999997,-0.08389899999999997,0.0
2024-03-27 07:06:29,0.0,-0.08446099999999997,-0.08446099999999997,
2024-03-27 07:06:59,0.0,-0.08446099999999997,-0.08446099999999997,0.0
2024-03-27 07:07:29,0.0,-0.08671199999999996,-0.08671199999999996,
2024-03-27 07:07:59,0.0,-0.08614999999999996,-0.08614999999999996,0.0
2024-03-27 07:08:29,0.0,-0.08671199999999996,-0.08671199999999996,
2024-03-27 07:08:59,0.0,-0.08558699999999997,-0.08558699999999997,0.0
2024-03-27 07:09:29,0.0,-0.08671099999999997,-0.08671099999999997,
2024-03-27 07:09:59,0.0,-0.08558699999999997,-0.08558699999999997,0.0
2024-03-27 07:10:29,0.0,-0.08614999999999996,-0.08614999999999996,
2024-03-27 07:10:59,0.0,-0.08614999999999996,-0.08614999999999996,0.0
2024-03-27 07:11:29,0.0,-0.08614999999999996,-0.08614999999999996,
2024-03-27 07:11:59,0.0,-0.08783599999999997,-0.08783599999999997,0.0
2024-03-27 07:12:29,0.0,-0.08614999999999996,-0.08614999999999996,
2024-03-27 07:12:59,0.0,-0.08727399999999996,-0.08727399999999996,0.0
2024-03-27 07:13:29,0.0,-0.08558699999999997,-0.08558699999999997,
2024-03-27 07:13:59,0.0,-0.08614899999999996,-0.08614899999999996,0.0
2024-03-27 07:14:29,0.0,-0.08671199999999996,-0.08671199999999996,
2024-03-27 07:14:59,0.0,-0.08558799999999997,-0.08558799999999997,0.0
2024-03-27 07:15:29,0.0,-0.08558699999999997,-0.08558699999999997,
2024-03-27 07:15:59,0.0,-0.08558799999999996,-0.08558799999999996,0.0
2024-03-27 07:16:29,0.0,-0.08614999999999996,-0.08614999999999996,
2024-03-27 07:16:59,0.0,-0.08783599999999997,-0.08783599999999997,0.0
2024-03-27 07:17:29,0.0,-0.08558799999999997,-0.08558799999999997,
2024-03-27 07:17:59,0.0,-0.08671199999999996,-0.08671199999999996,0.0
2024-03-27 07:18:29,0.0,-0.08558799999999997,-0.08558799999999997,
2024-03-27 07:18:59,0.0,-0.08446399999999996,-0.08446399999999996,0.0
2024-03-27 07:19:29,0.0,-0.08671199999999996,-0.08671199999999996,
2024-03-27 07:19:59,0.0,-0.08502499999999996,-0.08502499999999996,0.0
2024-03-27 07:20:29,0.0,-0.08614999999999996,-0.08614999999999996,
2024-03-27 07:20:59,0.0,-0.08446399999999996,-0.08446399999999996,0.0
2024-03-27 07:21:29,0.0,-0.08558699999999997,-0.08558699999999997,
2024-03-27 07:21:59,0.0,-0.08558699999999995,-0.08558699999999995,0.0
2024-03-27 07:22:29,0.0,-0.08558799999999996,-0.08558799999999996,
2024-03-27 07:22:59,0.0,-0.08614999999999995,-0.08614999999999995,0.0
2024-03-27 07:23:29,0.0,-0.08502599999999996,-0.08502599999999996,
2024-03-27 07:23:59,0.0,-0.08558699999999997,-0.08558699999999997,0.0
2024-03-27 07:24:29,0.0,-0.08390099999999996,-0.08390099999999996,
2024-03-27 07:24:59,0.0,-0.08333799999999995,-0.08333799999999995,0.0
2024-03-27 07:25:29,0.0,-0.08446099999999997,-0.08446099999999997,
2024-03-27 07:25:59,0.0,-0.08445999999999997,-0.08445999999999997,0.0
2024-03-27 07:26:29,0.0,-0.08389799999999996,-0.08389799999999996,
2024-03-27 07:26:59,0.0,-0.08389799999999997,-0.08389799999999997,0.0
2024-03-27 07:27:29,0.0,-0.08333599999999997,-0.08333599999999997,
2024-03-27 07:27:59,0.0,-0.08445799999999998,-0.08445799999999998,0.0
2024-03-27 07:28:29,0.0,-0.08389699999999997,-0.08389699999999997,
2024-03-27 07:28:59,0.0,-0.08389699999999997,-0.08389699999999997,0.0
2024-03-27 07:29:29,0.0,-0.08445899999999996,-0.08445899999999996,
2024-03-27 07:29:59,0.0,-0.08502099999999996,-0.08502099999999996,0.0
2024-03-27 07:30:29,0.0,-0.08277299999999996,-0.08277299999999996,
2024-03-27 07:30:59,0.0,0.7508379999999992,0.7508379999999992,0.0
2024-03-27 07:31:29,0.0,0.9574620000000005,0.9574620000000005,
