timestamp,fc_total_kw,battery_total_kw,load_total_kw,ais_speed_kn
2024-06-07 00:00:18,0.0,-104.8352,-104.8352,
2024-06-07 00:00:48,0.0,-105.67660000000001,-105.67660000000001,0.0
2024-06-07 00:01:18,0.0,-105.84499999999998,-105.84499999999998,
2024-06-07 00:01:48,0.0,-106.85549999999999,-106.85549999999999,0.0
2024-06-07 00:02:18,0.0,-106.49419999999998,-106.49419999999998,
2024-06-07 00:02:48,0.0,-104.5547,-104.5547,0.0
2024-06-07 00:03:18,0.0,-106.3819,-106.3819,
2024-06-07 00:03:48,0.0,-104.6669,-104.6669,0.0
2024-06-07 00:04:18,0.0,-105.6763,-105.6763,
2024-06-07 00:04:48,0.0,-105.39609999999999,-105.39609999999999,0.0
2024-06-07 00:05:18,0.0,-106.88719999999998,-106.88719999999998,
2024-06-07 00:05:48,0.0,-106.83170000000001,-106.83170000000001,0.0
2024-06-07 00:06:18,0.0,-105.78900000000002,-105.78900000000002,
2024-06-07 00:06:48,0.0,-105.6205,-105.6205,0.0
2024-06-07 00:07:18,0.0,-105.95759999999999,-105.95759999999999,
2024-06-07 00:07:48,0.0,-105.5647,-105.5647,0.0
2024-06-07 00:08:18,0.0,-105.67620000000001,-105.67620000000001,
2024-06-07 00:08:48,0.0,-105.3962,-105.3962,0.0
2024-06-07 00:09:18,0.0,-105.05960000000002,-105.05960000000002,
2024-06-07 00:09:48,0.0,-105.2839,-105.2839,0.0
2024-06-07 00:10:18,0.0,-104.218,-104.218,
2024-06-07 00:10:48,0.0,-105.622486,-105.622486,0.0
2024-06-07 00:11:18,0.0,-106.12758600000001,-106.12758600000001,
2024-06-07 00:11:48,0.0,-105.45408600000002,-105.45408600000002,0.0
2024-06-07 00:12:18,0.0,-105.317686,-105.317686,
2024-06-07 00:12:48,0.0,-106.29522399999999,-106.29522399999999,0.0
2024-06-07 00:13:18,0.0,-106.238462,-106.238462,
2024-06-07 00:13:48,0.0,-105.003762,-105.003762,0.0
2024-06-07 00:14:18,0.0,-106.38362400000001,-106.38362400000001,
2024-06-07 00:14:48,0.0,-105.621624,-105.621624,0.0
2024-06-07 00:15:18,0.0,-105.11622400000002,-105.11622400000002,
2024-06-07 00:15:48,0.0,-105.39828600000001,-105.39828600000001,0.0
